plat_nomor,nomor_rangka,warna,model,tipe,tahun_dibuat,tanggal_masa_pajak,pkb,pkb_progresif,opsen_pkb,opsen_pkb_progresif,swdkllj,parkir_berlangganan,pengesahan_stnk,cetak_stnk,cetak_tnkb
N 1590 GAE,97335,Abu-Abu,Honda Beat,JFW10CDK36,2015,18 Maret 2026,135000,0,89100,0,35000,0,0,100000,60000
S 8450 OGK,10298,Biru,Yamaha Mio M3,F3G53UY8U,2022,15 November 2024,200000,0,132000,0,83000,0,0,100000,60000
L 8896 GJ,72784,Abu-Abu,Yamaha Freego,B7KSA3IDY,2011,23 Juni 2025,110000,0,72600,0,83000,0,0,100000,60000
AG 6792 XG,96941,Putih,Yamaha Aerox 155,B3W5HHIWF,2011,22 Februari 2024,200000,0,132000,0,35000,0,0,100000,60000
L 8901 QMZ,88499,Hitam,Yamaha Mio M3,F3GO1ESP7,2018,23 November 2024,175000,0,115500,0,35000,0,0,100000,60000
M 2972 IAR,31381,Abu-Abu,Yamaha Mio M3,F3GIQWNRH,2015,26 April 2026,175000,0,115500,0,83000,0,0,100000,60000
M 3947 ZR,87858,Orange,Yamaha NMAX 155,SED3F8F3GR,2018,10 Desember 2025,150000,0,99000,0,83000,0,0,100000,60000
AE 5111 KR,08464,Abu-Abu,Yamaha Vixion R,B4WJMU3MO,2023,29 Oktober 2025,250000,0,165000,0,35000,0,0,100000,60000
N 5663 INU,40649,Putih,Honda Revo 110,HB5X7PWO6,2012,19 November 2024,124000,0,81840,0,83000,0,0,100000,60000
AG 5773 PKX,79754,Putih,Honda Revo 110,HB5GA0X7Z,2013,22 Mei 2024,175000,0,115500,0,35000,0,0,100000,60000
W 2045 OAK,70216,Hitam,Suzuki GSX-R150,GX150LIKWE4,2010,13 Oktober 2025,150000,0,99000,0,83000,0,0,100000,60000
M 8654 ODY,55478,Kuning,Suzuki Satria F150,SF150SXLMT2,2014,12 Desember 2024,175000,0,115500,0,83000,0,0,100000,60000
N 5973 AV,83409,Biru,Kawasaki KLX 150,KLX150K12V2T,2016,25 Mei 2026,225000,0,148500,0,83000,0,0,100000,60000
P 5094 SQ,82065,Silver,Yamaha Mio M3,F3GK03O4G,2011,16 September 2025,200000,0,132000,0,83000,0,0,100000,60000
AE 9060 ID,90921,Kuning,Kawasaki Ninja 250,EX2500IFRML,2015,22 Maret 2025,85000,0,56100,0,83000,0,0,100000,60000
W 3393 GK,51823,Hitam,Honda Beat,JFW1E1I1P0,2013,19 Maret 2025,95000,0,62700,0,35000,0,0,100000,60000
M 7375 YES,75142,Merah,Yamaha Freego,B7K55HEWL,2022,11 September 2024,250000,0,165000,0,35000,0,0,100000,60000
P 4982 ZP,66172,Merah,Kawasaki KLX 150,KLX150DW79WC,2021,5 Juni 2025,95000,0,62700,0,35000,0,0,100000,60000
M 4812 ZUT,84163,Merah,Honda CB150R,CB150RJBZUTR,2018,24 November 2024,150000,0,99000,0,83000,0,0,100000,60000
AE 3627 NL,85475,Orange,Honda Revo 110,HB55WNWLC,2023,3 Januari 2025,124000,0,81840,0,83000,0,0,100000,60000
N 5638 KIC,60910,Silver,Honda PCX 160,KF30RDU4XS,2010,13 Desember 2024,124000,0,81840,0,35000,0,0,100000,60000
L 4419 YVM,63788,Orange,Honda Vario 125,JFH13JBCK8,2011,16 Maret 2024,124000,0,81840,0,83000,0,0,100000,60000
S 4164 OY,55775,Merah,Kawasaki Ninja 250,EX250ZPD2TS,2018,9 Agustus 2025,200000,0,132000,0,83000,0,0,100000,60000
AG 6319 KQV,32535,Hitam,Yamaha Mio M3,F3GMQ8ABK,2018,20 April 2024,135000,0,89100,0,35000,0,0,100000,60000
AE 4635 WA,86255,Silver,Honda CB150R,CB150RDQFJ6I,2022,6 Oktober 2024,95000,0,62700,0,83000,0,0,100000,60000
S 2264 UEV,65953,Putih,Suzuki GSX-R150,GX150CC1M3O,2023,30 Januari 2026,124000,0,81840,0,35000,0,0,100000,60000
P 1886 NIO,36169,Abu-Abu,Kawasaki Ninja 250,EX2501UDP2F,2011,4 April 2025,250000,0,165000,0,35000,0,0,100000,60000
P 5301 KL,67413,Putih,Yamaha NMAX 155,SED3U9SIJP,2011,21 Oktober 2025,175000,0,115500,0,83000,0,0,100000,60000
AG 6706 IP,03969,Putih,Kawasaki Ninja 250,EX250WP7IYF,2011,30 Desember 2025,85000,0,56100,0,35000,0,0,100000,60000
N 5713 IU,34372,Orange,Yamaha Mio M3,F3GTW9ZYN,2010,21 Agustus 2024,110000,0,72600,0,35000,0,0,100000,60000
AE 4288 BRA,32868,Abu-Abu,Honda Beat,JFW1K5N9SZ,2017,9 Mei 2026,250000,0,165000,0,35000,0,0,100000,60000
N 4258 OSB,93470,Silver,Yamaha Freego,B7KMK99JC,2024,3 Januari 2025,85000,0,56100,0,83000,0,0,100000,60000
S 3485 XRC,39662,Merah,Yamaha Aerox 155,B3WUPLVQE,2019,10 Juni 2025,124000,0,81840,0,35000,0,0,100000,60000
AE 9582 LX,76510,Hijau,Honda PCX 160,KF30G4FBL9,2014,1 Maret 2025,135000,0,89100,0,35000,0,0,100000,60000
S 2749 ET,62522,Abu-Abu,Honda Beat,JFW1MYRSVZ,2012,24 April 2026,175000,0,115500,0,83000,0,0,100000,60000
M 3253 FA,70247,Abu-Abu,Yamaha NMAX 155,SED31C795R,2023,16 Maret 2025,124000,0,81840,0,83000,0,0,100000,60000
P 1685 SKY,55670,Hitam,Honda PCX 160,KF30Q3B9SO,2018,3 Januari 2025,225000,0,148500,0,35000,0,0,100000,60000
S 5770 KHV,44605,Orange,Honda CB150R,CB150RQXDSGV,2012,9 Januari 2025,175000,0,115500,0,83000,0,0,100000,60000
M 1408 LX,88036,Hijau,Honda Revo 110,HB5ZEEQNS,2021,21 Februari 2026,225000,0,148500,0,35000,0,0,100000,60000
P 7235 TX,56181,Merah,Honda Vario 125,JFH1PL1QWE,2013,7 Desember 2023,250000,0,165000,0,83000,0,0,100000,60000
L 8514 WOA,82544,Biru,Honda Scoopy,JFB1VA5KW3,2010,10 Juni 2024,110000,0,72600,0,35000,0,0,100000,60000
AG 1601 WR,82904,Kuning,Honda Revo 110,HB5FKXZUU,2021,18 Juli 2025,150000,0,99000,0,35000,0,0,100000,60000
W 5903 JJB,45216,Orange,Yamaha Mio M3,F3GLOHHCU,2011,12 April 2025,250000,0,165000,0,83000,0,0,100000,60000
P 6185 NZJ,15564,Putih,Honda Revo 110,HB55IKGEQ,2021,20 April 2026,124000,0,81840,0,83000,0,0,100000,60000
P 1745 JUF,66203,Merah,Yamaha Vixion R,B4W1ELOU8,2013,6 November 2024,150000,0,99000,0,83000,0,0,100000,60000
M 1582 MQ,85374,Abu-Abu,Honda Vario 125,JFH14K0LTH,2022,31 Mei 2026,150000,0,99000,0,35000,0,0,100000,60000
N 5595 IJ,51611,Kuning,Yamaha R15,B74ZLBORI,2023,8 Oktober 2024,124000,0,81840,0,83000,0,0,100000,60000
N 2838 UUX,40451,Orange,Kawasaki KLX 150,KLX1500S1F53,2020,17 April 2024,124000,0,81840,0,35000,0,0,100000,60000
M 7350 AY,65040,Orange,Yamaha R15,B74A1WHHK,2015,2 Februari 2026,200000,0,132000,0,35000,0,0,100000,60000
AE 3446 HA,65233,Orange,Honda CB150R,CB150R72UGL6,2017,24 Januari 2024,110000,0,72600,0,35000,0,0,100000,60000
M 1826 JC,37866,Kuning,Kawasaki Ninja 250,EX250WL3ZYT,2019,16 April 2024,95000,0,62700,0,83000,0,0,100000,60000
W 8464 RSM,22869,Putih,Suzuki GSX-R150,GX150G7L4LR,2017,28 Maret 2024,150000,0,99000,0,83000,0,0,100000,60000
M 3798 TPD,18736,Hijau,Yamaha R15,B74TOOWT9,2011,16 November 2024,124000,0,81840,0,83000,0,0,100000,60000
P 6606 ER,77815,Hijau,Yamaha Vixion R,B4WT3G8CD,2015,23 April 2025,85000,0,56100,0,35000,0,0,100000,60000
S 3276 TR,42642,Abu-Abu,Yamaha Vixion R,B4WK2Y77Z,2011,22 Juli 2025,85000,0,56100,0,83000,0,0,100000,60000
N 5819 JO,07838,Orange,Honda Beat,JFW1IZOLNN,2013,12 Oktober 2025,110000,0,72600,0,83000,0,0,100000,60000
N 4083 VJK,28106,Hijau,Honda CB150R,CB150RZRP9DX,2023,14 Maret 2025,250000,0,165000,0,83000,0,0,100000,60000
N 8444 OLJ,16582,Putih,Yamaha Mio M3,F3GOTN9UZ,2019,10 April 2025,95000,0,62700,0,35000,0,0,100000,60000
AE 8617 NP,26666,Abu-Abu,Yamaha R15,B74W6TAQ6,2016,29 November 2024,135000,0,89100,0,83000,0,0,100000,60000
N 1578 SOB,41098,Silver,Honda Beat,JFW1KCS4KE,2014,30 April 2026,135000,0,89100,0,35000,0,0,100000,60000
W 3860 RJ,17215,Hijau,Honda Vario 125,JFH1MDF7FR,2022,30 Desember 2024,124000,0,81840,0,83000,0,0,100000,60000
N 4454 BGV,04449,Kuning,Yamaha Aerox 155,B3WNZRF5A,2016,28 Oktober 2025,150000,0,99000,0,35000,0,0,100000,60000
W 9704 YLX,83206,Merah,Suzuki GSX-R150,GX150QYIY1S,2015,16 Juni 2025,85000,0,56100,0,35000,0,0,100000,60000
W 1195 CCL,22100,Merah,Yamaha NMAX 155,SED38WZE4E,2024,26 Maret 2024,110000,0,72600,0,83000,0,0,100000,60000
AE 8650 QX,24973,Silver,Honda Revo 110,HB52JCN9J,2012,27 Februari 2025,95000,0,62700,0,83000,0,0,100000,60000
S 7432 QC,54614,Merah,Yamaha Mio M3,F3GDCUJQ6,2020,19 September 2025,85000,0,56100,0,35000,0,0,100000,60000
P 5365 SX,55944,Abu-Abu,Honda Scoopy,JFB1TA83RU,2015,1 November 2025,135000,0,89100,0,83000,0,0,100000,60000
L 2485 NYC,47610,Kuning,Suzuki GSX-R150,GX150XKODYR,2021,15 Juni 2024,110000,0,72600,0,35000,0,0,100000,60000
S 1415 MB,53584,Orange,Honda Beat,JFW1BC2BE3,2017,28 Oktober 2025,225000,0,148500,0,35000,0,0,100000,60000
S 2180 TM,09626,Putih,Honda Beat,JFW1GBL2QG,2023,20 Maret 2026,95000,0,62700,0,35000,0,0,100000,60000
M 4613 UL,89639,Silver,Honda CB150R,CB150RL8HBGC,2012,17 Januari 2026,175000,0,115500,0,35000,0,0,100000,60000
AG 3703 GPD,76318,Kuning,Honda Scoopy,JFB1AGDX5O,2021,11 April 2024,124000,0,81840,0,35000,0,0,100000,60000
AE 9570 KYP,01496,Abu-Abu,Yamaha R15,B74MAIETD,2023,21 Januari 2026,225000,0,148500,0,35000,0,0,100000,60000
M 4409 BCD,89419,Hitam,Honda Vario 125,JFH1XKPM21,2011,31 Desember 2025,85000,0,56100,0,35000,0,0,100000,60000
N 1476 NBG,45478,Biru,Yamaha Aerox 155,B3W2LD05N,2011,30 Maret 2025,250000,0,165000,0,83000,0,0,100000,60000
L 8141 FP,13413,Kuning,Yamaha Mio M3,F3GHEYCE4,2016,27 Mei 2024,150000,0,99000,0,35000,0,0,100000,60000
AE 3568 PO,24582,Biru,Kawasaki KLX 150,KLX1504K00IL,2024,31 Juli 2025,110000,0,72600,0,35000,0,0,100000,60000
P 1724 ZT,54386,Merah,Honda PCX 160,KF30QIUA08,2015,1 Oktober 2024,124000,0,81840,0,35000,0,0,100000,60000
L 8860 ELO,59417,Abu-Abu,Honda Revo 110,HB52NQW4C,2018,6 Januari 2024,135000,0,89100,0,83000,0,0,100000,60000
AE 9887 UC,87096,Putih,Honda Vario 125,JFH1DNWNGU,2018,29 November 2025,124000,0,81840,0,35000,0,0,100000,60000
AG 4909 QT,78777,Kuning,Yamaha Vixion R,B4WMJYJCM,2018,26 Mei 2025,95000,0,62700,0,83000,0,0,100000,60000
AE 8405 UYV,90840,Biru,Honda Revo 110,HB5K8DJZR,2018,6 September 2025,85000,0,56100,0,83000,0,0,100000,60000
P 9870 MK,70108,Orange,Yamaha Vixion R,B4WOMXLVZ,2017,16 Maret 2025,135000,0,89100,0,35000,0,0,100000,60000
AE 3813 FJH,81296,Merah,Honda Revo 110,HB5ZK94YX,2012,3 Agustus 2024,95000,0,62700,0,35000,0,0,100000,60000
AG 3072 GEO,03335,Abu-Abu,Honda Revo 110,HB5TEA718,2012,8 Desember 2023,225000,0,148500,0,83000,0,0,100000,60000
AE 8764 ZTZ,67793,Biru,Honda PCX 160,KF3006FTLO,2017,3 Desember 2024,95000,0,62700,0,83000,0,0,100000,60000
L 4197 UT,10869,Merah,Suzuki GSX-R150,GX150HLV76M,2021,26 April 2026,175000,0,115500,0,83000,0,0,100000,60000
P 7108 HJ,98074,Merah,Suzuki Satria F150,SF1502K38P6,2023,27 Juli 2025,250000,0,165000,0,35000,0,0,100000,60000
N 4404 MWZ,09704,Hijau,Yamaha Mio M3,F3GOUZ1EG,2014,23 Juni 2025,200000,0,132000,0,35000,0,0,100000,60000
AE 5979 OMA,02984,Putih,Yamaha R15,B74PRYIEJ,2019,5 Januari 2026,150000,0,99000,0,83000,0,0,100000,60000
P 5225 ZVJ,70251,Abu-Abu,Kawasaki Ninja 250,EX2505EFJP6,2010,25 September 2024,135000,0,89100,0,35000,0,0,100000,60000
S 4002 PE,33872,Kuning,Yamaha Freego,B7KDU3ASN,2016,16 November 2024,110000,0,72600,0,35000,0,0,100000,60000
S 3532 VU,56987,Abu-Abu,Honda PCX 160,KF30P6EEAM,2012,19 Maret 2026,200000,0,132000,0,83000,0,0,100000,60000
N 5991 TD,16632,Biru,Honda Scoopy,JFB1P1EARP,2011,6 Januari 2024,225000,0,148500,0,35000,0,0,100000,60000
M 2948 BHA,01652,Orange,Yamaha Freego,B7KBF0JUM,2022,19 Desember 2025,250000,0,165000,0,35000,0,0,100000,60000
W 2623 NS,91707,Putih,Yamaha NMAX 155,SED374RZGY,2012,6 April 2026,150000,0,99000,0,83000,0,0,100000,60000
P 4510 KT,34543,Silver,Yamaha R15,B74UBLEKV,2020,13 April 2026,200000,0,132000,0,35000,0,0,100000,60000
P 5761 EBV,46194,Putih,Honda PCX 160,KF30OSYEOZ,2021,24 Mei 2024,95000,0,62700,0,83000,0,0,100000,60000
S 6548 PZ,18727,Kuning,Yamaha Mio M3,F3G127MY8,2018,14 September 2024,110000,0,72600,0,83000,0,0,100000,60000
W 3001 MGY,07840,Orange,Honda Revo 110,HB5NYFWDC,2022,21 April 2025,200000,0,132000,0,35000,0,0,100000,60000
AE 9157 NOV,50798,Silver,Honda PCX 160,KF30NLNQBU,2024,26 November 2025,110000,0,72600,0,83000,0,0,100000,60000
P 3203 SMC,66654,Silver,Honda Revo 110,HB5SOR8WM,2015,4 Februari 2024,85000,0,56100,0,35000,0,0,100000,60000
N 7003 VPT,63494,Silver,Honda Vario 125,JFH1XIXV6C,2011,13 November 2024,110000,0,72600,0,35000,0,0,100000,60000
AG 1612 RKN,40403,Abu-Abu,Suzuki GSX-R150,GX150LDRYHR,2012,24 Agustus 2025,135000,0,89100,0,83000,0,0,100000,60000
P 4305 QZB,82225,Orange,Yamaha Aerox 155,B3WW8ZUVJ,2017,13 Februari 2025,124000,0,81840,0,83000,0,0,100000,60000
W 5945 LOF,46471,Kuning,Honda Beat,JFW1WSGRX3,2014,17 September 2025,225000,0,148500,0,83000,0,0,100000,60000
L 9556 JD,16343,Biru,Honda Scoopy,JFB1W4JKFY,2016,4 Agustus 2024,95000,0,62700,0,35000,0,0,100000,60000
S 1453 UI,49492,Kuning,Yamaha Mio M3,F3GEJ2XG4,2022,24 Desember 2023,85000,0,56100,0,35000,0,0,100000,60000
AG 5882 XK,36097,Orange,Honda CB150R,CB150RIUSEXU,2014,25 April 2025,95000,0,62700,0,35000,0,0,100000,60000
W 6134 VTU,79212,Abu-Abu,Yamaha Mio M3,F3GPJVRN8,2018,9 Februari 2025,200000,0,132000,0,35000,0,0,100000,60000
AE 3374 MJI,69077,Abu-Abu,Honda Vario 125,JFH1Y2ITL8,2024,14 Maret 2026,95000,0,62700,0,35000,0,0,100000,60000
M 7364 XK,92082,Hitam,Yamaha NMAX 155,SED34FPL3X,2014,9 Mei 2026,95000,0,62700,0,83000,0,0,100000,60000
M 7765 SWV,86536,Merah,Yamaha Vixion R,B4WQABXW2,2010,17 Januari 2025,124000,0,81840,0,83000,0,0,100000,60000
AG 2347 EN,98786,Silver,Yamaha Vixion R,B4WQ5EGVL,2013,28 Februari 2024,175000,0,115500,0,83000,0,0,100000,60000
N 7447 YWF,99669,Putih,Kawasaki Ninja 250,EX250HZGOPJ,2015,26 Mei 2024,250000,0,165000,0,35000,0,0,100000,60000
L 9615 UYV,42298,Silver,Yamaha Mio M3,F3GKRE4V9,2021,27 Oktober 2025,124000,0,81840,0,83000,0,0,100000,60000
N 7693 AZ,24256,Hijau,Honda Scoopy,JFB1AELYYZ,2021,6 Agustus 2025,135000,0,89100,0,35000,0,0,100000,60000
W 1962 IG,99995,Orange,Honda Vario 125,JFH1ASN9YE,2010,20 Juli 2025,110000,0,72600,0,83000,0,0,100000,60000
N 9253 YWD,35110,Silver,Honda CB150R,CB150RR9KMP6,2019,1 April 2026,135000,0,89100,0,83000,0,0,100000,60000
P 3703 TMY,59641,Kuning,Honda Vario 125,JFH1IBJZP9,2010,28 Februari 2025,150000,0,99000,0,83000,0,0,100000,60000
M 9077 VW,10811,Merah,Yamaha Mio M3,F3GUXH9A1,2016,20 Februari 2024,124000,0,81840,0,83000,0,0,100000,60000
W 6384 HZ,13913,Hitam,Honda Beat,JFW1C3XQ8V,2015,17 Januari 2024,250000,0,165000,0,83000,0,0,100000,60000
AG 3118 WU,27756,Merah,Honda Scoopy,JFB1OG85D4,2016,9 Februari 2026,175000,0,115500,0,83000,0,0,100000,60000
N 2975 MLU,36168,Abu-Abu,Yamaha NMAX 155,SED3R5RUP1,2019,11 Juni 2024,175000,0,115500,0,83000,0,0,100000,60000
W 1662 ZRQ,79560,Biru,Kawasaki Ninja 250,EX250P6RFE6,2018,13 Februari 2025,135000,0,89100,0,35000,0,0,100000,60000
W 1738 NK,47835,Silver,Honda Beat,JFW1EXGGOC,2015,27 Juli 2025,200000,0,132000,0,83000,0,0,100000,60000
AE 6592 FC,92640,Kuning,Suzuki GSX-R150,GX150EGRY58,2014,28 Agustus 2025,250000,0,165000,0,83000,0,0,100000,60000
P 5958 DA,10982,Kuning,Honda CB150R,CB150RXPW2GK,2012,2 April 2025,175000,0,115500,0,35000,0,0,100000,60000
W 3721 TL,40422,Orange,Suzuki GSX-R150,GX150BAWZ94,2014,10 Januari 2024,200000,0,132000,0,83000,0,0,100000,60000
M 9410 GBA,55268,Biru,Honda PCX 160,KF30R7MZAK,2017,20 November 2024,200000,0,132000,0,35000,0,0,100000,60000
S 6556 DHS,98677,Kuning,Honda Revo 110,HB5WK0YEH,2011,23 Februari 2026,175000,0,115500,0,83000,0,0,100000,60000
AE 4845 OZ,32618,Abu-Abu,Honda Vario 125,JFH13MEIUR,2022,1 Desember 2024,85000,0,56100,0,83000,0,0,100000,60000
N 9444 SY,44811,Merah,Honda PCX 160,KF303BDW56,2021,28 September 2024,200000,0,132000,0,83000,0,0,100000,60000
W 3527 IDW,44728,Biru,Yamaha Vixion R,B4WKGJZOW,2012,13 Januari 2026,225000,0,148500,0,83000,0,0,100000,60000
S 3260 KKL,87301,Hijau,Honda Beat,JFW1ZSCMO1,2010,9 Januari 2025,85000,0,56100,0,35000,0,0,100000,60000
L 9516 KXS,87338,Abu-Abu,Honda CB150R,CB150RZQHT2X,2024,14 Maret 2026,175000,0,115500,0,35000,0,0,100000,60000
AE 2380 NK,78552,Biru,Yamaha R15,B74S1FB2V,2023,3 Februari 2026,135000,0,89100,0,83000,0,0,100000,60000
W 1982 GND,79450,Orange,Yamaha Vixion R,B4W929U6W,2023,4 Agustus 2025,124000,0,81840,0,83000,0,0,100000,60000
AE 5661 SN,23583,Biru,Honda PCX 160,KF30FPODPE,2017,21 Februari 2024,150000,0,99000,0,83000,0,0,100000,60000
P 5320 QZR,97415,Kuning,Kawasaki KLX 150,KLX150ZEZ5EH,2010,6 Januari 2026,110000,0,72600,0,83000,0,0,100000,60000
W 7694 DO,01393,Silver,Kawasaki KLX 150,KLX150BF2P7K,2013,8 Juni 2024,200000,0,132000,0,35000,0,0,100000,60000
W 9970 BBM,34338,Abu-Abu,Honda CB150R,CB150R1SQQQ5,2011,2 Maret 2026,250000,0,165000,0,83000,0,0,100000,60000
P 4814 IBR,42010,Hitam,Yamaha R15,B74UEUGWU,2019,21 Mei 2025,124000,0,81840,0,83000,0,0,100000,60000
L 2970 ZH,28850,Orange,Yamaha Vixion R,B4WOB5APO,2015,29 Desember 2024,135000,0,89100,0,35000,0,0,100000,60000
W 2627 HE,71960,Silver,Yamaha Vixion R,B4WGZKDF6,2016,30 Maret 2026,95000,0,62700,0,35000,0,0,100000,60000
S 4925 MT,31044,Putih,Kawasaki KLX 150,KLX150BW6ATV,2013,23 Januari 2026,225000,0,148500,0,35000,0,0,100000,60000
AE 7664 CQF,93975,Merah,Suzuki Satria F150,SF1508TB38W,2010,3 Februari 2024,200000,0,132000,0,83000,0,0,100000,60000
AE 7228 VFV,21500,Abu-Abu,Honda PCX 160,KF303095HS,2024,1 November 2025,150000,0,99000,0,83000,0,0,100000,60000
M 5473 RI,29391,Kuning,Honda Beat,JFW1VAAGUZ,2022,9 Januari 2025,225000,0,148500,0,35000,0,0,100000,60000
W 9825 XV,41936,Kuning,Suzuki GSX-R150,GX150G1ZAQ7,2010,17 Juli 2024,85000,0,56100,0,83000,0,0,100000,60000
AG 4137 VQ,82990,Silver,Kawasaki KLX 150,KLX1506ZHH3O,2019,29 April 2025,200000,0,132000,0,35000,0,0,100000,60000
S 3875 PT,19887,Orange,Yamaha Mio M3,F3GGY9YTJ,2024,12 Maret 2025,85000,0,56100,0,83000,0,0,100000,60000
L 6292 VKD,54507,Hitam,Honda Vario 125,JFH1KPQAHC,2021,22 Juli 2024,175000,0,115500,0,35000,0,0,100000,60000
S 4225 IB,60407,Orange,Yamaha Vixion R,B4W4IR833,2022,2 Agustus 2024,95000,0,62700,0,83000,0,0,100000,60000
W 8314 CB,03801,Hijau,Kawasaki Ninja 250,EX250BVPDCB,2016,11 Maret 2024,250000,0,165000,0,83000,0,0,100000,60000
S 1173 JUW,63974,Merah,Yamaha Vixion R,B4WVDAZV4,2020,8 Mei 2025,135000,0,89100,0,83000,0,0,100000,60000
P 8887 EDB,15563,Merah,Honda CB150R,CB150RFLMNAV,2010,3 Agustus 2024,225000,0,148500,0,35000,0,0,100000,60000
P 6633 ZQ,20146,Merah,Kawasaki Ninja 250,EX250VLU8WP,2011,13 Maret 2025,85000,0,56100,0,83000,0,0,100000,60000
S 1060 SM,24788,Putih,Suzuki GSX-R150,GX150HG9NCB,2012,26 September 2024,200000,0,132000,0,35000,0,0,100000,60000
AG 1719 FH,22182,Putih,Yamaha NMAX 155,SED3A46AYN,2015,6 Juli 2024,135000,0,89100,0,83000,0,0,100000,60000
S 7056 RYZ,98801,Biru,Honda CB150R,CB150R2GNNV9,2024,20 Januari 2024,250000,0,165000,0,35000,0,0,100000,60000
AE 3434 GQH,15547,Abu-Abu,Kawasaki KLX 150,KLX1502WGN51,2017,18 Mei 2025,200000,0,132000,0,35000,0,0,100000,60000
AG 7125 SMG,49502,Abu-Abu,Yamaha NMAX 155,SED3QIHPNF,2014,19 Juni 2025,95000,0,62700,0,35000,0,0,100000,60000
W 5834 NFB,53443,Putih,Kawasaki KLX 150,KLX150LNGIXM,2014,14 April 2026,225000,0,148500,0,35000,0,0,100000,60000
AE 4731 DJ,53627,Silver,Yamaha Mio M3,F3GGVE4ZT,2010,30 Januari 2026,135000,0,89100,0,83000,0,0,100000,60000
AG 7616 VTA,69982,Putih,Yamaha NMAX 155,SED3RS210Q,2015,18 April 2026,124000,0,81840,0,83000,0,0,100000,60000
P 4433 LOJ,51908,Abu-Abu,Yamaha Freego,B7KMPYO2T,2019,27 Desember 2023,250000,0,165000,0,35000,0,0,100000,60000
N 3518 OUX,53390,Putih,Suzuki GSX-R150,GX150GDUQ6D,2020,22 Juni 2025,110000,0,72600,0,35000,0,0,100000,60000
M 1439 FX,32254,Orange,Yamaha Freego,B7KSG4OFD,2016,6 April 2025,95000,0,62700,0,83000,0,0,100000,60000
S 3128 IV,61532,Orange,Kawasaki Ninja 250,EX250JAFCO3,2015,8 Juli 2025,200000,0,132000,0,83000,0,0,100000,60000
M 1640 HW,47726,Putih,Honda Revo 110,HB5OGWPNX,2016,18 November 2025,85000,0,56100,0,35000,0,0,100000,60000
N 5485 RBS,99471,Orange,Yamaha Freego,B7KCD1LQJ,2010,21 Maret 2025,85000,0,56100,0,35000,0,0,100000,60000
M 7244 TWK,01937,Silver,Kawasaki KLX 150,KLX150QCXZPQ,2023,17 Mei 2024,110000,0,72600,0,35000,0,0,100000,60000
W 3903 DTE,60241,Putih,Honda Vario 125,JFH16TPBWS,2016,9 November 2025,135000,0,89100,0,83000,0,0,100000,60000
L 1076 UT,93204,Merah,Honda Beat,JFW1MGYH52,2021,23 Mei 2024,85000,0,56100,0,83000,0,0,100000,60000
W 6359 OEF,59123,Silver,Honda Revo 110,HB5AXAHHX,2020,2 September 2025,150000,0,99000,0,35000,0,0,100000,60000
W 4580 HPZ,15981,Abu-Abu,Honda PCX 160,KF30V9ZY9Y,2012,14 September 2025,150000,0,99000,0,83000,0,0,100000,60000
W 6490 PP,36259,Putih,Yamaha Aerox 155,B3WA1EIPI,2010,22 April 2024,150000,0,99000,0,83000,0,0,100000,60000
AE 4309 JQ,27948,Silver,Honda CB150R,CB150RKX1S9X,2022,28 Desember 2023,124000,0,81840,0,83000,0,0,100000,60000
AG 4969 OX,62676,Hitam,Suzuki GSX-R150,GX150SGWCR8,2020,26 April 2024,124000,0,81840,0,35000,0,0,100000,60000
W 3845 GC,73721,Abu-Abu,Yamaha Aerox 155,B3WKU8H5R,2016,24 Desember 2024,110000,0,72600,0,83000,0,0,100000,60000
M 7925 TVU,03879,Kuning,Honda CB150R,CB150RTGNLKU,2011,9 November 2024,110000,0,72600,0,83000,0,0,100000,60000
S 3535 AW,73443,Putih,Yamaha Freego,B7KNL9C59,2016,5 Juli 2025,110000,0,72600,0,35000,0,0,100000,60000
P 5182 NMR,66972,Kuning,Honda Vario 125,JFH17NZBXF,2020,2 Mei 2024,135000,0,89100,0,35000,0,0,100000,60000
N 1202 UQ,93595,Hijau,Yamaha NMAX 155,SED35FPYST,2019,14 Oktober 2024,175000,0,115500,0,35000,0,0,100000,60000
W 6642 GF,76014,Abu-Abu,Honda PCX 160,KF30CZSX0G,2012,23 November 2025,110000,0,72600,0,35000,0,0,100000,60000
M 3981 LV,10172,Putih,Suzuki Satria F150,SF150P6DWCD,2014,7 Februari 2024,150000,0,99000,0,35000,0,0,100000,60000
S 8829 RCB,70590,Hijau,Honda Beat,JFW1NS8JR1,2015,17 Desember 2024,150000,0,99000,0,83000,0,0,100000,60000
S 6918 JBJ,31467,Kuning,Honda CB150R,CB150RAET81I,2019,5 November 2025,200000,0,132000,0,83000,0,0,100000,60000
S 1051 AJB,83464,Putih,Honda Scoopy,JFB1M77RXZ,2021,1 Januari 2025,135000,0,89100,0,35000,0,0,100000,60000
N 9520 DU,36581,Putih,Kawasaki Ninja 250,EX2508RTIG7,2011,21 Februari 2025,85000,0,56100,0,35000,0,0,100000,60000
AG 7283 FGM,81157,Abu-Abu,Honda Scoopy,JFB12LIU7C,2016,7 Desember 2025,175000,0,115500,0,83000,0,0,100000,60000
S 4662 DCC,79713,Hijau,Yamaha Vixion R,B4W8UACT4,2015,31 Januari 2026,150000,0,99000,0,35000,0,0,100000,60000
S 2746 AWI,82261,Putih,Yamaha R15,B74FX2ZVL,2014,20 April 2026,250000,0,165000,0,83000,0,0,100000,60000
